age,gender,income,person_id,year_of_member,month_of_member,day_of_member
27.0,M,52000.0,11106,2018,2,27
19.0,M,57000.0,14178,2017,10,22
70.0,O,55000.0,1002,2017,12,28
61.0,M,65000.0,9573,2015,2,2
78.0,F,92000.0,8181,2017,12,20
48.0,M,74000.0,14760,2015,10,8
55.0,M,52000.0,4052,2017,11,29
48.0,M,33000.0,12964,2016,11,27
73.0,M,54000.0,10958,2017,8,27
32.0,F,41000.0,5220,2017,2,20
91.0,M,49000.0,14529,2013,12,15
69.0,M,60000.0,8990,2017,1,20
51.0,F,79000.0,15100,2016,12,4
63.0,F,59000.0,13095,2018,1,4
31.0,M,59000.0,16214,2018,4,20
63.0,M,31000.0,8727,2016,12,20
55.0,F,89000.0,10246,2016,4,5
47.0,F,48000.0,13308,2016,5,15
20.0,F,65000.0,7153,2015,12,5
46.0,F,84000.0,706,2013,10,10
34.0,M,48000.0,11629,2018,1,22
62.0,M,63000.0,329,2017,4,30
46.0,M,53000.0,16462,2018,5,27
54.0,M,94000.0,14976,2017,10,4
61.0,M,106000.0,9875,2016,6,4
49.0,M,68000.0,3531,2018,4,9
49.0,O,79000.0,1530,2016,10,28
51.0,M,75000.0,7666,2015,1,24
57.0,F,52000.0,3104,2016,4,21
29.0,F,51000.0,11185,2016,11,23
58.0,F,53000.0,3708,2015,9,22
67.0,M,73000.0,1183,2018,6,22
74.0,F,104000.0,2548,2017,9,20
67.0,F,61000.0,13992,2016,5,7
60.0,M,31000.0,2949,2017,12,12
40.0,M,99000.0,6087,2014,6,3
46.0,F,87000.0,16034,2017,2,5
61.0,M,56000.0,12662,2018,5,4
72.0,F,85000.0,7543,2018,3,1
71.0,M,95000.0,16268,2018,1,27
63.0,F,59000.0,11813,2017,1,15
72.0,M,66000.0,6908,2014,1,26
69.0,M,47000.0,7013,2016,5,1
87.0,F,99000.0,11161,2015,11,9
89.0,M,53000.0,3782,2016,8,8
76.0,O,52000.0,15475,2018,3,20
60.0,F,73000.0,11371,2017,1,26
55.0,F,118000.0,8037,2016,5,15
59.0,F,70000.0,5223,2016,2,26
37.0,M,43000.0,9476,2018,1,25
60.0,F,88000.0,11995,2018,6,28
58.0,M,67000.0,11469,2014,4,5
33.0,M,51000.0,4133,2015,3,8
85.0,M,47000.0,4843,2016,1,1
50.0,M,96000.0,1644,2016,7,12
41.0,M,88000.0,16396,2015,12,6
53.0,M,35000.0,7351,2017,9,16
49.0,O,56000.0,2008,2017,6,7
31.0,M,52000.0,6876,2017,8,29
52.0,M,42000.0,14007,2016,7,2
54.0,F,107000.0,4238,2017,10,2
60.0,M,70000.0,11276,2015,12,7
65.0,F,117000.0,16070,2016,12,15
50.0,F,86000.0,15581,2017,12,8
81.0,M,84000.0,13323,2016,4,14
70.0,F,74000.0,3430,2017,9,22
34.0,M,61000.0,3683,2016,12,3
68.0,F,75000.0,14468,2017,11,12
29.0,M,35000.0,9792,2018,2,20
59.0,M,45000.0,16022,2018,5,27
56.0,M,75000.0,3154,2016,7,28
94.0,F,77000.0,11804,2017,1,31
62.0,M,64000.0,11552,2016,5,12
38.0,M,83000.0,14129,2018,1,11
55.0,M,55000.0,13438,2017,8,20
57.0,F,92000.0,16936,2016,7,14
52.0,M,69000.0,5695,2016,10,24
70.0,M,59000.0,13706,2018,1,17
56.0,F,36000.0,13583,2018,1,5
61.0,M,99000.0,5961,2017,8,29
70.0,F,56000.0,6363,2017,5,16
56.0,M,34000.0,2810,2018,2,26
68.0,F,83000.0,7112,2015,8,24
44.0,M,49000.0,15646,2017,4,12
36.0,F,50000.0,9290,2014,5,29
49.0,F,79000.0,3596,2016,5,22
72.0,M,106000.0,4097,2016,6,28
85.0,F,37000.0,15108,2017,9,5
33.0,M,40000.0,6484,2017,9,26
53.0,M,71000.0,12011,2018,4,27
58.0,F,94000.0,3530,2017,9,18
68.0,F,31000.0,6354,2016,7,7
83.0,F,72000.0,5132,2017,4,30
24.0,M,58000.0,15779,2017,10,27
88.0,F,51000.0,10157,2018,1,8
63.0,M,71000.0,9374,2017,8,13
37.0,M,72000.0,10781,2017,3,7
67.0,F,71000.0,9854,2018,5,20
27.0,F,47000.0,5742,2017,12,20
76.0,M,52000.0,5880,2015,9,26
73.0,M,33000.0,8875,2017,10,24
51.0,O,55000.0,11359,2016,7,7
53.0,F,91000.0,12561,2017,1,17
54.0,M,92000.0,11261,2015,3,5
86.0,F,74000.0,310,2015,9,30
48.0,M,56000.0,1560,2013,12,25
87.0,F,76000.0,15427,2015,12,16
38.0,M,37000.0,14394,2016,7,29
33.0,F,40000.0,513,2017,8,3
56.0,O,52000.0,10232,2018,2,21
42.0,M,87000.0,6775,2017,5,4
49.0,F,75000.0,15913,2018,4,3
37.0,F,32000.0,3844,2015,11,23
39.0,F,55000.0,13283,2015,7,31
61.0,M,66000.0,5020,2014,11,8
60.0,F,67000.0,9765,2016,11,28
100.0,F,42000.0,10291,2017,10,19
80.0,F,83000.0,14924,2017,10,7
70.0,F,65000.0,16066,2017,10,22
58.0,M,79000.0,9913,2017,6,4
60.0,M,98000.0,14576,2017,3,24
36.0,M,69000.0,5125,2015,3,11
62.0,F,107000.0,593,2018,7,21
70.0,M,75000.0,8851,2018,6,4
38.0,M,65000.0,4693,2017,9,21
48.0,M,36000.0,12022,2018,2,12
20.0,M,49000.0,5265,2017,12,14
66.0,F,83000.0,2490,2017,10,19
26.0,M,75000.0,5088,2018,4,20
19.0,M,43000.0,8192,2014,4,21
60.0,F,64000.0,9471,2017,9,8
45.0,F,56000.0,4500,2018,3,28
39.0,M,39000.0,8782,2018,6,27
33.0,F,68000.0,12488,2018,1,19
48.0,F,60000.0,5008,2018,5,16
44.0,M,69000.0,10031,2017,12,4
67.0,M,56000.0,10895,2017,9,26
39.0,F,88000.0,15309,2017,10,22
37.0,F,35000.0,905,2016,12,30
59.0,M,79000.0,9904,2017,9,29
21.0,M,47000.0,9685,2016,9,30
46.0,M,73000.0,7129,2017,12,16
59.0,M,63000.0,12901,2015,10,3
52.0,F,96000.0,14372,2017,1,25
48.0,M,40000.0,8110,2017,10,28
85.0,F,43000.0,11926,2017,8,4
62.0,M,63000.0,10842,2018,3,3
21.0,M,42000.0,12856,2016,4,28
52.0,M,91000.0,14966,2018,4,10
57.0,F,83000.0,15434,2017,8,11
21.0,F,36000.0,12165,2017,9,23
78.0,M,90000.0,14642,2017,10,31
53.0,F,112000.0,5452,2016,2,28
39.0,M,72000.0,13667,2016,7,26
60.0,M,37000.0,1678,2018,5,5
47.0,F,57000.0,2290,2018,7,15
62.0,M,96000.0,2987,2016,2,4
40.0,F,56000.0,987,2018,4,25
50.0,F,108000.0,3599,2016,10,13
66.0,F,73000.0,16693,2016,2,1
50.0,F,76000.0,1005,2017,8,4
38.0,M,66000.0,15372,2018,2,23
42.0,M,33000.0,13485,2017,10,27
33.0,M,31000.0,1066,2017,12,29
80.0,F,75000.0,5344,2017,12,9
32.0,M,40000.0,13683,2015,1,8
19.0,M,53000.0,5626,2014,3,3
57.0,M,75000.0,2085,2018,2,5
66.0,F,92000.0,1818,2016,9,19
22.0,F,36000.0,1386,2017,9,28
92.0,F,72000.0,8442,2018,7,21
66.0,M,84000.0,2820,2016,10,20
28.0,M,50000.0,945,2015,12,6
40.0,M,62000.0,5450,2015,3,23
30.0,M,62000.0,9446,2017,10,18
37.0,M,65000.0,12703,2017,9,25
47.0,F,64000.0,3312,2015,9,17
51.0,M,45000.0,5162,2018,3,8
22.0,M,48000.0,11789,2017,10,3
48.0,F,118000.0,5768,2015,11,20
43.0,F,42000.0,7757,2017,9,8
59.0,F,78000.0,4553,2016,1,7
72.0,M,64000.0,5045,2014,8,8
25.0,M,59000.0,8500,2018,3,8
57.0,M,97000.0,1662,2015,12,8
48.0,M,59000.0,15611,2017,11,9
54.0,F,77000.0,16133,2018,1,19
29.0,M,54000.0,14143,2018,1,8
48.0,M,48000.0,10754,2018,5,21
50.0,F,95000.0,7072,2016,12,24
70.0,M,73000.0,7423,2017,12,30
42.0,M,56000.0,16083,2017,1,15
20.0,M,70000.0,10182,2018,1,3
57.0,M,40000.0,9112,2018,2,7
86.0,F,44000.0,14171,2016,11,10
77.0,F,78000.0,3945,2018,6,25
47.0,M,31000.0,3678,2017,6,8
52.0,F,97000.0,1024,2016,8,20
65.0,F,42000.0,744,2018,4,27
57.0,F,53000.0,8971,2016,12,26
24.0,M,48000.0,3420,2017,2,1
83.0,F,117000.0,3447,2016,10,11
73.0,F,105000.0,12445,2017,9,13
58.0,M,43000.0,11722,2018,7,18
61.0,M,41000.0,3912,2016,4,20
66.0,M,96000.0,8320,2016,8,19
33.0,F,45000.0,3126,2018,3,21
61.0,M,34000.0,1171,2018,2,2
55.0,F,75000.0,6657,2015,8,30
45.0,M,46000.0,5479,2017,5,2
54.0,M,69000.0,8988,2017,10,11
101.0,F,82000.0,1409,2017,11,27
62.0,M,84000.0,16069,2017,1,9
73.0,M,52000.0,13129,2017,2,12
34.0,M,31000.0,11973,2018,3,10
55.0,M,59000.0,8483,2017,7,31
26.0,M,51000.0,6061,2017,2,28
52.0,M,77000.0,4662,2017,9,4
27.0,M,36000.0,13102,2017,4,12
73.0,M,77000.0,271,2017,10,5
75.0,F,83000.0,7281,2016,5,21
54.0,M,33000.0,4452,2017,9,12
77.0,F,78000.0,11843,2017,3,11
52.0,F,52000.0,9211,2016,11,11
40.0,M,36000.0,16632,2017,6,20
30.0,F,37000.0,3582,2017,12,20
72.0,F,70000.0,7935,2017,7,29
26.0,M,49000.0,7760,2013,11,23
39.0,M,33000.0,16162,2018,2,17
37.0,F,40000.0,12281,2016,2,17
50.0,M,90000.0,251,2016,1,16
62.0,M,50000.0,14206,2018,5,12
66.0,F,79000.0,4945,2015,6,9
24.0,M,71000.0,14841,2016,8,8
40.0,M,65000.0,48,2016,10,18
53.0,M,58000.0,6208,2016,5,9
75.0,M,116000.0,2436,2017,5,29
60.0,F,109000.0,6361,2018,4,11
54.0,F,58000.0,118,2017,4,2
74.0,F,99000.0,13422,2014,3,27
33.0,M,57000.0,9261,2018,2,13
20.0,M,34000.0,6576,2017,11,15
50.0,M,54000.0,2665,2018,1,27
38.0,M,61000.0,2895,2013,8,8
73.0,F,98000.0,4479,2017,8,8
79.0,F,70000.0,7288,2017,8,13
64.0,M,53000.0,2220,2018,3,3
59.0,F,45000.0,3931,2017,6,10
29.0,M,55000.0,16707,2017,3,19
61.0,F,114000.0,15892,2017,11,23
58.0,M,39000.0,943,2018,6,24
64.0,F,75000.0,15082,2018,3,6
36.0,M,47000.0,5513,2017,2,17
60.0,F,99000.0,5533,2016,11,16
48.0,M,64000.0,2998,2016,5,10
47.0,M,45000.0,9745,2016,3,1
87.0,M,59000.0,13983,2014,9,20
55.0,M,55000.0,9631,2017,2,14
60.0,F,85000.0,4993,2016,12,17
48.0,M,69000.0,12200,2017,3,21
62.0,M,52000.0,3203,2017,7,31
60.0,O,47000.0,8108,2018,1,25
43.0,M,58000.0,2661,2014,10,27
18.0,F,31000.0,3653,2015,12,19
63.0,F,53000.0,13867,2017,1,26
19.0,M,62000.0,13049,2018,5,25
55.0,M,83000.0,24,2015,11,15
74.0,F,98000.0,15205,2016,5,22
57.0,F,81000.0,3335,2017,12,29
30.0,M,38000.0,14326,2017,12,23
55.0,F,72000.0,14230,2018,6,9
68.0,F,63000.0,9719,2016,3,13
85.0,M,96000.0,11170,2016,10,1
47.0,F,68000.0,14254,2016,4,23
56.0,M,95000.0,15867,2017,4,18
74.0,F,106000.0,10416,2016,8,27
51.0,M,79000.0,14237,2018,2,8
89.0,F,68000.0,14531,2017,4,13
57.0,M,58000.0,14657,2016,8,30
63.0,F,85000.0,726,2016,3,4
19.0,M,53000.0,3544,2017,9,6
37.0,M,60000.0,10168,2017,1,24
45.0,M,82000.0,6900,2018,2,3
24.0,M,59000.0,14640,2017,9,15
51.0,F,31000.0,1978,2018,4,12
77.0,F,71000.0,1815,2017,4,25
71.0,F,64000.0,4073,2018,1,10
48.0,F,80000.0,2361,2017,12,28
26.0,F,65000.0,12919,2018,1,26
64.0,M,57000.0,15919,2015,10,21
65.0,F,35000.0,2218,2017,7,5
56.0,M,51000.0,13891,2016,10,23
58.0,M,64000.0,16860,2017,8,29
21.0,M,35000.0,10820,2017,10,30
66.0,F,57000.0,82,2015,12,29
66.0,M,47000.0,12027,2018,1,1
25.0,M,45000.0,8636,2015,10,20
60.0,F,84000.0,13294,2017,5,19
57.0,F,55000.0,2039,2018,5,24
62.0,F,80000.0,9353,2017,1,12
52.0,M,62000.0,6913,2018,4,8
52.0,M,34000.0,15131,2018,4,9
54.0,M,51000.0,1053,2015,1,26
54.0,M,53000.0,13777,2015,6,26
74.0,M,87000.0,2863,2017,7,25
67.0,M,94000.0,10929,2015,11,7
52.0,F,75000.0,7337,2018,5,22
44.0,F,51000.0,15110,2017,1,19
30.0,M,57000.0,563,2015,10,12
59.0,F,71000.0,16492,2016,1,13
61.0,F,81000.0,1761,2017,12,31
39.0,F,54000.0,1182,2016,9,21
29.0,F,58000.0,5646,2017,2,20
63.0,F,52000.0,10722,2013,9,22
84.0,M,93000.0,1639,2016,6,29
72.0,F,65000.0,16959,2015,4,4
75.0,F,78000.0,3762,2016,7,16
26.0,M,55000.0,10139,2018,6,19
59.0,F,63000.0,12779,2017,7,31
57.0,M,40000.0,7881,2016,7,9
64.0,M,51000.0,16356,2018,1,4
70.0,F,39000.0,8086,2016,3,10
21.0,F,72000.0,4268,2017,9,17
60.0,M,113000.0,13523,2018,5,5
45.0,F,54000.0,7264,2018,6,4
61.0,M,72000.0,2887,2018,7,13
49.0,M,73000.0,105,2017,1,26
83.0,F,50000.0,10567,2016,3,7
62.0,F,82000.0,15177,2017,7,22
51.344146728515625,M,49012.39453125,6961,2017,2,12
52.18553161621094,M,47926.19921875,3746,2018,7,12
53.019187927246094,M,56003.80859375,10735,2017,8,4
50.63827133178711,M,45051.671875,9524,2017,9,25
55.09247589111328,M,54276.81640625,6939,2017,10,2
53.932533264160156,M,57450.93359375,9146,2016,11,22
55.333648681640625,F,68788.9765625,13108,2017,8,24
56.921390533447266,M,78363.3203125,1340,2015,9,19
52.19926452636719,M,57625.328125,7718,2017,8,1
54.831600189208984,M,50436.94140625,2779,2017,9,7
61.662940979003906,F,89685.4765625,6732,2017,3,30
57.294158935546875,F,88527.65625,5050,2016,7,7
55.40000915527344,M,63345.66015625,2431,2018,1,13
56.25432586669922,M,61566.44140625,6070,2014,11,11
54.90134811401367,F,74288.0546875,9315,2017,5,11
56.73752212524414,M,68924.515625,8605,2017,5,28
54.34738540649414,M,55087.7578125,126,2017,10,13
60.48655700683594,F,68935.8046875,5044,2015,12,20
55.62038803100586,F,67492.328125,10550,2017,9,18
57.88600540161133,M,78758.09375,11289,2015,9,20
60.93427658081055,M,70127.8984375,5579,2016,8,6
55.13640594482422,M,67817.78125,4842,2017,2,23
49.92601013183594,M,47834.82421875,1552,2017,8,23
50.70780563354492,M,63489.21875,6284,2016,1,30
58.362552642822266,F,80377.265625,12875,2015,7,30
53.48057556152344,M,55898.03125,15353,2017,11,25
54.84064483642578,M,67583.7265625,12510,2016,4,18
52.37138748168945,M,52361.12109375,5877,2016,10,18
60.44493865966797,F,89834.953125,7892,2015,9,5
46.26224136352539,M,49875.796875,5368,2018,1,14
50.387943267822266,M,57773.91796875,4389,2017,6,7
59.71695327758789,F,78196.8359375,1871,2016,5,6
53.89789962768555,F,60391.8359375,5765,2015,2,6
55.000450134277344,M,66068.125,15525,2018,7,8
61.53627395629883,M,77318.40625,8684,2015,11,15
56.1130256652832,M,62891.203125,8683,2018,3,27
50.76976776123047,M,52256.39453125,12737,2018,5,1
56.49375915527344,M,53599.06640625,12579,2017,12,7
53.63347244262695,M,50125.14453125,6175,2017,12,28
54.48670959472656,M,65256.9453125,10728,2018,2,5
56.40178680419922,M,55463.609375,10205,2017,9,20
52.74557876586914,M,57733.0078125,16334,2018,4,6
49.967498779296875,M,64244.85546875,9731,2018,4,18
55.080745697021484,M,61615.6328125,16363,2015,8,17
52.72160339355469,M,43742.9765625,5950,2017,8,21
47.384117126464844,M,51992.26171875,9096,2017,2,1
60.922916412353516,F,78860.515625,10968,2016,7,21
52.5599479675293,F,54723.1015625,12401,2015,8,11
61.2193603515625,F,71944.484375,15873,2017,8,15
54.243595123291016,M,57411.23828125,173,2017,9,12
56.63108444213867,M,80741.4453125,164,2016,5,16
51.216983795166016,M,46593.8984375,13709,2017,9,28
53.28726577758789,M,53715.37109375,13024,2017,9,3
51.90049362182617,M,58289.9375,1394,2018,1,14
54.70896911621094,M,68786.90625,8544,2017,12,7
51.42667007446289,M,46487.44140625,5191,2018,6,8
56.95643615722656,M,76549.0859375,8843,2017,10,14
54.89455795288086,F,68918.5390625,4672,2016,1,4
56.49642562866211,F,79052.0703125,10941,2016,6,18
61.55889129638672,F,92372.1796875,5714,2015,9,10
45.36008834838867,M,67684.671875,5815,2017,10,29
56.86726760864258,M,80415.7734375,9618,2015,8,22
58.15049743652344,M,74127.4375,13349,2015,8,27
53.37553787231445,M,51395.8203125,10932,2017,4,19
54.47239303588867,M,68808.390625,7724,2015,10,28
52.80854415893555,M,65839.296875,14252,2018,2,14
53.12204360961914,F,60198.80859375,4636,2016,6,23
55.28947448730469,M,52999.3828125,15688,2017,9,3
62.20389175415039,M,64179.7109375,8456,2017,3,28
51.085052490234375,M,56223.046875,1592,2018,2,18
56.6849365234375,M,68555.859375,13493,2015,8,16
59.03450012207031,M,93319.671875,10184,2017,2,5
59.354061126708984,F,79285.265625,16586,2015,9,30
54.15633010864258,M,71393.421875,10576,2018,4,22
50.658103942871094,M,51721.734375,6923,2017,7,31
55.29005813598633,F,80080.1640625,4090,2017,5,1
55.2739372253418,M,62210.5703125,10193,2017,12,19
60.19546127319336,F,91554.84375,432,2015,8,9
52.30765914916992,M,53676.9921875,3148,2018,7,22
56.39706802368164,M,74386.15625,6948,2017,9,2
50.060489654541016,M,69893.3515625,16893,2015,7,29
53.53220748901367,M,61949.00390625,8674,2018,6,7
60.10212707519531,M,68425.0859375,2743,2016,6,5
55.255428314208984,M,72143.875,6375,2016,9,22
49.465675354003906,M,53110.73046875,8283,2017,8,28
57.2550048828125,F,70063.0390625,4565,2015,9,28
47.98493194580078,M,46181.046875,2425,2017,4,15
55.52708435058594,F,74113.5078125,5952,2015,8,23
63.34769058227539,F,68008.8359375,1343,2015,12,10
55.377532958984375,M,78551.5859375,15750,2016,10,8
50.76554489135742,M,50457.91015625,14879,2016,4,29
53.9736442565918,F,72302.2109375,14992,2016,8,2
54.37493133544922,M,56096.02734375,5846,2016,3,5
53.446800231933594,M,57132.0625,13874,2018,2,3
59.49692916870117,M,74242.84375,3129,2016,6,7
54.219303131103516,M,62582.171875,16786,2016,8,24
52.32895278930664,M,51489.6953125,8294,2018,3,31
62.72939682006836,M,72713.6640625,11196,2018,3,26
56.62421798706055,F,63738.5625,16872,2018,6,15
51.04056167602539,M,48038.3984375,13359,2017,3,29
52.51363754272461,M,52466.78125,8147,2016,3,20
48.71105194091797,M,49434.015625,15010,2016,10,25
53.22731018066406,M,69936.328125,6456,2016,2,27
42.41231155395508,M,35996.8515625,6821,2017,8,11
51.462730407714844,M,49855.625,12608,2018,7,9
46.98554229736328,M,41287.18359375,5150,2015,8,22
49.50510025024414,M,63117.2890625,11988,2017,9,28
55.36679458618164,M,59669.82421875,15772,2018,4,5
54.9589729309082,M,56457.8984375,12168,2017,7,8
49.48090362548828,M,54004.2734375,12159,2016,1,9
54.18514633178711,F,55595.859375,9989,2017,9,20
57.608070373535156,F,77177.1015625,4632,2017,8,31
50.80764389038086,M,51766.85546875,11250,2016,9,3
43.64449691772461,M,43154.8203125,6644,2018,5,5
52.045265197753906,M,59034.6328125,1438,2016,2,29
52.788482666015625,M,80523.671875,2133,2017,5,27
53.65694808959961,M,49740.50390625,13578,2017,8,6
53.212005615234375,M,50047.56640625,887,2018,4,17
55.21392059326172,M,57761.66015625,7012,2017,12,20
53.79501724243164,M,57326.69921875,12852,2017,12,8
60.42528533935547,F,64608.76953125,14630,2017,11,13
50.637508392333984,F,56832.21875,14786,2016,12,22
55.14095687866211,M,73257.625,3222,2015,8,29
51.95353698730469,M,62294.3671875,861,2016,6,3
49.160675048828125,M,62082.2109375,3750,2017,12,21
53.491371154785156,M,59673.234375,13128,2017,4,9
57.23459243774414,F,70795.140625,12569,2017,2,14
56.01255798339844,M,80559.2890625,12397,2015,9,14
59.3687744140625,F,91456.828125,13542,2015,11,5
58.83829116821289,M,58341.5703125,12867,2017,9,5
57.874542236328125,F,80363.5625,12945,2016,3,6
63.364967346191406,F,80464.078125,4048,2015,12,9
56.16133499145508,M,55024.265625,12515,2017,12,9
54.53211212158203,M,60092.31640625,14894,2016,10,30
57.96107864379883,F,62726.125,2913,2015,12,17
56.34923553466797,M,55710.2578125,10686,2017,10,16
57.7785758972168,M,49590.25,9452,2017,8,12
57.244659423828125,M,52908.76953125,14213,2017,10,25
61.55475997924805,F,90753.09375,16047,2016,7,12
49.899112701416016,M,47177.77734375,15626,2018,1,23
54.32240295410156,M,49309.1640625,9052,2018,7,9
56.91954040527344,M,66221.1015625,11480,2017,5,10
57.55160903930664,M,88450.5625,13604,2015,11,24
60.37491226196289,F,75964.0234375,7368,2015,8,13
52.455772399902344,M,63938.00390625,7927,2015,11,29
56.75979232788086,M,71973.890625,7831,2016,11,12
54.11838912963867,M,70174.2265625,6003,2018,1,11
45.387245178222656,M,40343.52734375,4582,2018,5,2
54.29831314086914,F,62135.1171875,5608,2017,3,19
57.98417282104492,F,56728.7734375,15754,2017,7,6
56.93389892578125,F,67583.078125,14416,2017,12,16
52.25640106201172,M,53296.53125,12601,2018,6,23
55.54695129394531,M,58972.26171875,14235,2016,4,13
50.87057113647461,M,54830.75,7583,2018,1,14
63.41265106201172,F,66523.265625,16292,2015,9,11
56.30449295043945,F,62226.94921875,2552,2014,3,29
43.40575408935547,M,35686.7890625,9720,2017,11,28
55.76566696166992,M,70417.8984375,1751,2017,3,27
50.59695053100586,M,47632.34375,285,2018,3,25
55.0762825012207,M,58668.15625,536,2017,9,6
43.59300994873047,M,46966.18359375,16009,2016,10,2
46.10674285888672,M,48592.3671875,5786,2017,5,31
58.25803756713867,M,64379.40234375,2141,2017,9,4
62.5181999206543,F,83262.078125,6873,2015,9,5
47.77637481689453,M,47469.53515625,10979,2017,11,28
51.38873291015625,M,48357.4765625,16892,2017,10,29
53.58201217651367,F,52545.03515625,9509,2017,11,1
54.62060546875,F,77590.6171875,9404,2016,2,24
55.94444274902344,M,68611.4453125,611,2016,1,1
55.50566864013672,M,51550.8984375,9168,2017,9,26
49.65065383911133,M,51601.6953125,14208,2015,11,26
53.09162139892578,M,53319.1484375,13568,2017,4,20
53.994712829589844,M,58259.80078125,2602,2018,2,3
56.324676513671875,M,61442.5234375,12795,2017,7,17
57.61048889160156,M,58487.37109375,6541,2017,8,10
48.997928619384766,M,52450.8046875,545,2018,2,15
55.660133361816406,M,68201.609375,12659,2017,9,1
48.71920394897461,M,63205.62109375,8715,2017,7,27
50.74241638183594,M,61743.83203125,6066,2016,3,17
53.25775146484375,M,64601.04296875,14426,2017,4,13
53.4818229675293,M,64146.421875,4868,2016,7,10
50.60295104980469,M,47457.234375,3005,2017,10,12
60.81338119506836,F,64134.14453125,14120,2016,6,10
52.25039291381836,M,57653.96484375,10822,2018,5,20
58.3775520324707,F,86052.5,8203,2015,5,16
53.15275955200195,M,51984.296875,7166,2017,11,28
57.29861068725586,F,62763.49609375,10082,2015,8,13
53.81527328491211,M,61921.4296875,15643,2018,4,13
57.01421356201172,M,66255.015625,9066,2018,7,18
54.37933349609375,F,58795.01953125,4304,2018,6,13
52.41462707519531,M,56188.14453125,3748,2016,3,6
58.86649703979492,F,79982.609375,4227,2015,8,12
56.87698745727539,M,62868.74609375,11990,2017,8,28
50.35795974731445,M,51364.58203125,13398,2017,2,25
54.54805374145508,F,70853.6015625,12751,2017,7,31
59.43007278442383,M,81098.0,9907,2017,3,8
48.06217575073242,F,54750.078125,10376,2016,12,29
53.438812255859375,F,51797.7578125,8231,2017,8,29
57.76232147216797,F,77941.40625,8378,2015,12,31
46.90932083129883,M,50804.109375,7799,2018,7,26
62.11162567138672,M,80744.078125,16598,2016,6,22
56.214202880859375,M,54425.078125,11429,2017,8,3
44.47209930419922,M,36688.9375,4903,2018,2,23
57.38103103637695,M,65660.6953125,2373,2017,5,6
52.4942741394043,M,55850.02734375,16240,2017,11,17
52.802242279052734,M,57025.03125,828,2017,11,9
49.09067153930664,M,53173.7109375,4079,2018,3,21
57.753639221191406,M,67915.9609375,6381,2018,1,7
52.3336181640625,M,63063.578125,5672,2017,1,3
54.366188049316406,M,58538.26953125,574,2018,1,23
57.64015197753906,M,90662.2421875,10163,2015,8,15
54.66352462768555,M,60116.87109375,12379,2018,2,8
55.46548080444336,M,72015.390625,3281,2016,12,14
54.4655876159668,M,52995.29296875,9958,2017,9,26
54.48434829711914,F,66300.859375,16348,2016,2,3
55.085811614990234,M,51649.4296875,10475,2016,7,31
54.67749786376953,M,46496.609375,13962,2018,6,17
55.60459899902344,M,58414.19921875,2864,2017,6,28
50.82884216308594,M,47834.03515625,13819,2018,2,21
53.846614837646484,F,68847.671875,11947,2017,3,30
53.306854248046875,M,58451.1015625,14664,2018,6,9
56.66847229003906,M,58582.87109375,10069,2018,6,28
59.28234100341797,F,74237.234375,4271,2015,9,5
54.69646453857422,M,65618.34375,16271,2016,8,16
56.392887115478516,F,86003.0390625,6195,2015,8,6
55.715267181396484,M,53638.140625,3023,2017,9,23
49.69401550292969,M,46847.77734375,1301,2017,11,19
56.63230895996094,F,72761.7890625,7586,2018,2,13
49.08901596069336,M,57753.80859375,3992,2018,5,22
55.16497802734375,F,64860.00390625,14854,2017,12,17
57.41501235961914,M,89908.0703125,15812,2016,5,22
60.02486801147461,M,77998.2890625,14652,2016,6,28
49.36415481567383,M,52556.41015625,14723,2018,5,27
55.57231903076172,F,53689.859375,3166,2017,11,7
61.62730026245117,F,72795.3125,13676,2016,8,15
56.17502975463867,M,74755.1015625,2119,2016,2,25
57.2670783996582,M,48217.37890625,1176,2018,6,23
52.248722076416016,M,58675.18359375,11456,2017,9,14
51.949073791503906,M,64571.56640625,14969,2017,1,27
50.609127044677734,M,55595.52734375,7441,2018,5,12
57.81655502319336,F,73146.2109375,12841,2018,4,14
47.86920928955078,M,65714.703125,9607,2016,7,24
55.297264099121094,F,64353.19140625,5071,2016,1,1
56.037506103515625,M,67151.0546875,244,2017,3,5
55.14254379272461,F,76490.4296875,5967,2017,8,6
59.27762222290039,F,72716.0703125,4300,2015,12,7
48.566795349121094,M,43587.94140625,15535,2018,5,2
45.277462005615234,M,49996.25390625,16775,2017,7,28
53.0854377746582,M,54433.46484375,15186,2016,7,22
55.59913635253906,M,65954.484375,7070,2016,3,21
57.93220901489258,F,84244.5390625,769,2016,5,13
58.10695266723633,M,63126.33984375,11892,2017,7,22
51.986759185791016,M,53363.3671875,9609,2017,11,10
55.02054214477539,M,62386.14453125,14187,2016,2,14
56.37644958496094,M,66236.5390625,8570,2016,2,17
49.91040802001953,M,50350.91796875,10591,2016,10,30
50.30405044555664,M,47478.75390625,8926,2018,5,1
49.84658432006836,M,56173.7421875,7229,2018,1,13
51.77801513671875,M,49493.87109375,4368,2017,6,8
49.93001937866211,M,50926.9921875,5746,2016,5,20
52.20429611206055,F,56829.55078125,8226,2017,12,4
57.0065803527832,F,67284.0234375,16697,2017,11,26
47.4921875,M,54835.99609375,3637,2018,1,1
58.30268859863281,M,78131.15625,9000,2015,9,9
56.29084014892578,M,77738.6875,3573,2018,2,10
54.517539978027344,F,63420.6015625,5697,2014,10,28
